247331	247274	242114	240016	223380
246700	246285	231995	231406	218643
246700	246622	224269	223271	207523
246187	246155	243655	241797	219969
246255	246157	232830	231421	213219
246139	246060	232123	231091	215703
247162	247098	244502	242474	219351
246724	246637	242672	240899	215481
247614	247547	245116	243387	218321
246837	246770	242406	239881	209881
246968	246917	242916	241251	217815
